text,sentiment
"why I love so much, why your make me smile all the time? why your so special but i cant have u  ? I get scared to try.",neutral
I`m miserable with my boredom.,negative
 IN Filipino if u say 'Nakuh grabeh!' it`s like sayin OMG,neutral
Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,negative
Boreedd,negative
Listening to the simply awesome Ratatat on a bank holiday monday before a BBQ later  http://bit.ly/gJqSh,positive
 i wish i could but it would cost too much to call you all the way from the UK,negative
" I don;t know how they interact. I`m getting better with the pain, though. I want to give my poor liver a break.",neutral
" Hmmm...chinese delivery it is. Altho, how will I order? I CAN`T TALK!",negative
"3 days left of school!  For Bryce and Tyler, that`s 3 more days of elementary",positive
 i love youuuuu nick santino! thirteen dayssss,positive
"yay playing scattegories and being random with Joel, May & Sherman",neutral
 who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,neutral
" AND, We have your fabulous interracial ****!  WOOT!",positive
"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat.",neutral
"I`m Twitter dumb. Just saw my '.com' & all the kind folks who`ve tweeted me. AH!So sorry, I`m not ignoring you, just SLOW.",negative
I want Dec to be my dad,neutral
i am on BLAZE and my head hurts.,negative
http://twitpic.com/670rw - i miss my puppy,negative
" he so is! <3 hence, my new forum signature!",positive
Calling it a night .... talk to yall tomorrow,neutral
 I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,negative
Feeling bad for  profile pic,negative
 You`re right....I`m 29 and  I`ve heard the song a time or two,positive
I`ve burnt my collerbone and arms and face! aww!,positive
"fine, i give in, docs again today. not being able to breath this morning made me think i should. hate docs",negative
" the signal that makes your internet 'go' is pretty bad  getting a tech out will get that fixed up, though!",neutral
working till 5....why are they playing miley cyrus on the company radio and not adele?,neutral
"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",positive
_a_michael CUTE  thanks for sharing! AND PLEASE Direct Message ME before you go to bed James ;) ;) you know you want to!,positive
"Happy Mother`s Day to everyone`s mothers, mothers-to-be, grandmothers, great grandmothers...All the WOMEN! I salute you all",positive
" eesh, sorry to hear that. That isn`t going to make travel to Michigan very fun.",negative
 another david hughes on your list? I`m hurt   ftw!,negative
 congratulations!,positive
Oops that would be #edaust09,negative
It are mimi time,neutral
i wish i was at the beach already,positive
morning everyone!,neutral
Going to bed  how`s ever reading this,neutral
_lpz yeah text me!!! i wnat to go!!!!! but my car is broken!!,negative
There is something wrong with me! I`m so tired I can barely keep my eyes open. Yet all I`ve done for the last 3hrs is toss & turn in bed,negative
 Gosh...who`s doing this??? So bad...  Baylee is a blessed child...these people don`t know what to do... Kisses,neutral
12seconds - Friday Night Update:  has left the city.  http://tiny12.tv/I3KS8,neutral
I don`t like my dress,negative
think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!,negative
" thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",neutral
I think I`m about to break my own heart. (as emo as that sounds)... meh.,negative
Stuck in traffic on the 91 on the way to costa mesa,negative
Pretty  is it long or short? Sparkly or shiny? Lol,neutral
_Aid16 Goodnight!,neutral
" I know. But like I said, I have no idea how long it takes for them to investigate this stuff.",neutral
 i take it you`re not a fan,negative
"Heeey, we won ice hockey....we are winners!!",positive
I swear its so hot I dont want to leave my house  Is it hot where your at?,negative
Please vote for my husband Jorge at the All Star Game @ http://bit.ly/TGxzu! I can`t vote anymore,neutral
the boys didn`t finish their tacos so now I`m eating them happily,positive
" Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",positive
"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral
 NEW FRIEND?? hmmm... tell me more,neutral
 Last night was awesome! Thanks for all the hard work you put into it! Off to get some coffee now...,positive
: AWW! Thank you honey.. Didja get mommy a daddy?,positive
bout to go to bed... pretty good day for a Monday.,positive
 why thank you. Couldn`t resist it,neutral
Njoying sunday  plce and learning abt more in joomla,positive
" Have a great show Doug, have fun. Im sorry that I wont be there to watch you",neutral
"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",negative
"Sheena Othman Happy Mother`s Day to all mothers in the world......  I`m yet to experience the joy of being a m.. 31: Sorry, but you ha ...",neutral
 me too! Yay he got in. And the other kid who cries a lot,neutral
This is sad,negative
 you can still stay if you want to!,neutral
This is exactly y I hate driving thru dandy - sittin at lights next to a car of asians who r callin out to me & 1 held up a knife  scum!,negative
Warren and Hannah are dead ... oh my godd!! Seriousslyyy this is a tragidy !,negative
 Thanks madam.. you`re lucky coz you had a wonderful dog.. and sooo cute...,positive
_kelly Bummed about the maxi dresses!  I think they`re so cute for summer but I`m only 5`4'!,positive
Made a seamless connection to Toro Toro Quebec Two.,neutral
"  hey, but you have gal pals here in Phoenix!!!",neutral
Studio Ghibli for this year; Ponyo! http://bit.ly/whar8 as always it seems to be perfect  we`ll be waiting till august for it,positive
About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!,negative
so freaking tired.  It`s like my body refuses to move.,negative
_dec0de I finally just have 1 hour of history... at 3.00 pm! but I went to my highschool at 8.00 am to make some homework with a friend,neutral
 LOL we`re such twitter addicts,positive
it`s Mothers Day today,neutral
" an iphone app came out a few months back called zemote, bumped my domain zemote.com out of the #1 spot",negative
"Has horrible toothache, and had only a wink of sleep  ****",negative
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,positive
  Thanks for Following,positive
" loll , of course me tooo  & i love their new song toooo ?",positive
 every day of my life lately.    i feel ya girl <3,neutral
I should be paying my bills and not playing on here.,neutral
This GAR keeps going out - 3rd relight,neutral
 - Still a pity it comes with no lamb though,negative
" you are right, enjoy the lasagne,",positive
One more thing 'Shattered' is an amazing song by O.A.R.,positive
off to work again ... mercedez`s last day,neutral
"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",positive
waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs,negative
There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive
when can i ever do a barre chord???,neutral
"  I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?",positive
"feeling really sick  watching the fifth element, and about to smoke a cigg. ugh i hate colds!",negative
 http://twitpic.com/4gemf - I can definitely appreciate this. The simple things that make my day...,positive
I wish I could just go for a drive..or a movie or the store..I just wanna be alone,negative
 Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China:  (SH)  (BJ).,positive
"WOOT! favourtie, well second favourite episode just came on TOW ross and rachel ... you know",positive
is watching the jonas brothers special on sky movies,neutral
"  Yes,... I blame you all",negative
 happy birthday!,positive
<---My expression watching this again: http://tinyurl.com/eqbwe,neutral
 thanku  cooking is simple but the law is- u hve to have fun while u make it,positive
" I`ve lost count of the number I`ve rung today already    Were going to Wales, but I`m due in court on monday!",neutral
"[Dashboard - Modest Mouse] First Modest Mouse blip! Oyay, not bad.  ? http://blip.fm/~5z309",positive
 i didnt get the joke,negative
Just got home from the hospital.... i have another clot in my leg,negative
Seems like 60 min wait time  should I call the wife now,neutral
Why am I limited to only being able to sync with 1 MS Exchange account on iPhone?  ... same goes for Outlook. Why can`t I have more? Lame.,negative
 I told u I tried but 88 said it was 2 late  cause the girl I was with took 4ever 2 get ready. they wanted to meet up by 11.,negative
LOOPJAZZ  yess!!! ez most bejĂŻÂżÂ˝n,neutral
is taking the dog to the vet then a play date with Annabelle,neutral
 such a great idea!,positive
3oh!3 on the radio  they were amazing yesterday.,positive
"This really hurts. And this really sucks. I don`t know what I can do to fix all this, seriously.",negative
"Well,  I discovered I can`t swim.  I`m out.  Sorry",negative
 http://twitpic.com/4w8ja - **** Felicia is freakin cute,positive
" Hey, it was a GORGEOUS, day (and night) here, too.  Played in the sun then a full moon lit my way home.    Life is good.",positive
 Hey Talinda  How Tyler slept this night? My nephew is now 4 yrs old and he stopped naps from age 3,neutral
